Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,4516981.85,127643,Diesel,Dealer,Automatic,First Owner
Tata Zest Revotron 1.2T XMS,2018,400000,788886.49,54000,Petrol,Dealer,Manual,Second Owner
Audi A6 2.0 TDI  Design Edition,2014,1750000,4620717.96,102354,Diesel,Dealer,Automatic,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,5536842.48,62237,Petrol,Dealer,Automatic,First Owner
Hyundai Santro Xing XL eRLX Euro III,2005,114999,676343.02,90000,Petrol,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,2252132.74,21394,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,2015,310000,1061189.97,32686,Petrol,Dealer,Manual,First Owner
Mahindra Jeep CJ 500 DI,2006,575000,3010295.7,1001,Diesel,Dealer,Manual,First Owner
Renault Pulse RxZ,2017,490000,1326846.68,22000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Magna,2017,480000,1088561.7,53261,Petrol,Dealer,Manual,First Owner
Land Rover Discovery Sport SD4 HSE Luxury,2016,3500000,10619295.81,53000,Diesel,Dealer,Automatic,First Owner
Renault KWID 1.0 RXT Optional,2018,370000,868858.6,10000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,835000,1709781.02,14000,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,650000,1624154.82,44000,Petrol,Dealer,Manual,First Owner
Toyota Etios VD,2014,670000,1817206.26,39895,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,2017,950000,1929712.5,73000,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC SV,2014,690000,2129460.11,17000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,670000,1650747.7,18591,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ,2017,925000,2381130.53,26766,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015,250000,579889.61,30000,Petrol,Individual,Manual,First Owner
Tata Sumo Gold EX,2016,509999,1463707.8,42000,Diesel,Individual,Manual,First Owner
Honda City i DTEC VX,2014,520000,1642325.43,110000,Diesel,Individual,Manual,First Owner
Tata Indica DLE,2005,100000,643827.97,100000,Diesel,Individual,Manual,First Owner
Tata Indica DLS,2006,85000,915872.88,300000,Diesel,Individual,Manual,Second Owner
Tata Indigo LX,2009,130000,670051.46,110000,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,2023706.87,27620,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,1096907.27,70000,Petrol,Individual,Manual,First Owner
Honda City S,2012,320000,1146752.59,50000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015,480000,1359854.62,50000,Diesel,Individual,Manual,First Owner
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2490000,9213547.18,46000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 VX 8 STR,2012,790000,2748896.93,82000,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2016,120000,358813.76,120000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2006,75000,438501.24,80000,Petrol,Individual,Manual,Third Owner
Tata Indica GLS BS IV,2010,99000,393022.84,70000,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2018,1015000,1880165.59,20000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D4 BSIV,2013,250000,989616.05,200000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.5 VX BS IV,2011,520000,2101488.43,120000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,2018,1100000,2228899.02,30000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2005,200000,1178211.35,223000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,525000,1170081.01,60000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.2,2016,500000,1494067.32,40000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2016,675000,1665983.51,161327,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2009,150000,1111440.12,60000,Petrol,Individual,Manual,Third Owner
Mahindra Bolero DI,2007,250000,1936062.66,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,982976.93,6000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XS,2009,150000,757065.02,68000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2012,200000,678143.11,85000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,525000,2185923.8,70000,Diesel,Individual,Automatic,First Owner
Maruti Esteem VX,1999,60000,841230.93,35000,Petrol,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010,180000,1009547.64,100000,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2015,475000,1122413.67,110000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,380000,2469732.16,195000,Diesel,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2015,285000,837631.87,46000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2008,91200,509540.48,60000,Petrol,Individual,Manual,Second Owner
Datsun RediGO T Option,2017,250000,563152.21,46000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2015,400000,977729.54,42000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG AT,2006,160000,1685732.75,90000,Petrol,Individual,Automatic,Second Owner
Skoda Yeti Ambition 4X2,2012,650000,3255207.82,85000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2012,409999,1330710.56,120000,Diesel,Individual,Manual,Third Owner
Ford Ecosport 1.5 DV5 MT Titanium,2013,425000,1247025.55,72000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2013,250000,745245.79,71000,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,200000,1104988.66,110000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI CNG,2013,250000,714694.95,71000,CNG,Individual,Manual,Second Owner
Volkswagen Polo Diesel Trendline 1.2L,2010,130000,627703.85,144000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Eeco 5 Seater AC BSIV,2017,260000,654705.72,30000,Petrol,Dealer,Manual,First Owner
Hyundai Verna SX,2007,155000,1348817.96,65000,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2015,450000,1349475.71,38000,Diesel,Individual,Manual,First Owner
Maruti SX4 Celebration Petrol,2012,220000,792941.11,90000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active S Diesel,2018,650000,1434716.41,37000,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2018,285000,612271.56,30000,Petrol,Dealer,Manual,First Owner
Honda Amaze V CVT Petrol BSIV,2018,725000,1737379.95,26000,Petrol,Dealer,Automatic,First Owner
Maruti Ciaz ZXi,2016,625000,1361897.8,30000,Petrol,Dealer,Manual,First Owner
Hyundai i20 Active SX Petrol,2016,550000,1620164.81,23000,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,2012,240000,978401.23,40000,Petrol,Dealer,Manual,First Owner
Nissan Terrano XL 85 PS,2014,600000,1692417.22,27000,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2012,350000,1805955.99,65000,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015,245000,790775.12,32000,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B6,2016,600000,1363783.2,56000,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive 20d xLine,2017,2400000,5063867.9,30000,Diesel,Individual,Automatic,First Owner
Mahindra Scorpio SLE BS IV,2014,620000,1726344.27,80000,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2014,395000,1095288.89,52000,Petrol,Dealer,Manual,Second Owner
Maruti Ertiga ZXI,2014,635000,1660667.46,13250,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,2011,180000,818293.82,36000,Petrol,Dealer,Manual,First Owner
Maruti Swift ZDI Plus,2015,484999,1331690.43,73000,Diesel,Dealer,Manual,Second Owner
Maruti Alto LX,2004,110000,1493580.56,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BSIII,2006,150000,987618.28,60000,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 2 LT L 9 Str,2012,400000,1241336.04,110000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,742053.78,70000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,2013,302000,893880.43,60000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire Vdi BSIV,2011,215000,775593.08,90000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Wagon R VXI BSIII,2004,155000,1565943.04,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,1000000,3283095.17,101000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,2018,550000,1174883.07,44000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2006,200000,1980604.03,45000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2017,750000,1777003.89,120000,Diesel,Individual,Manual,First Owner
Maruti Zen LXI,2005,90000,651453.08,90000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007,80000,528303.6,120000,Petrol,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,2013,229999,924743.47,13500,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,350000,892372.48,10000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Magna,2015,325000,981195.64,25000,Petrol,Individual,Manual,Third Owner
Tata Tigor 1.2 Revotron XT,2018,450000,975311.92,8500,Petrol,Individual,Manual,First Owner
Maruti SX4 Celebration Diesel,2012,250000,1152964.61,120000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Comfortline 1.2L,2012,225000,945053.09,120000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2009,150000,728245.43,90246,Petrol,Individual,Manual,Third Owner
Maruti Alto LX BSIII,2008,110000,659988.11,90000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2010,150000,977432.66,40000,Petrol,Individual,Manual,Second Owner
Maruti Gypsy King Hard Top,2000,165000,2862777.33,60000,Petrol,Individual,Manual,Fourth & Above Owner
Renault Duster 85PS Diesel RxL,2017,610000,1197157.22,32000,Diesel,Individual,Manual,Second Owner
Tata Manza Club Class Quadrajet90 VX,2013,170000,695005.55,60400,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,2008,150000,1170465.66,70950,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,2013,300000,849649.05,90000,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2015,375000,934925.33,72000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI,2013,390000,1530260.87,90000,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2017,600000,1556015.9,10000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,204999,656639.68,25000,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi,2009,270000,1245204.5,80000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2017,375000,1059852.13,10000,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta,2020,700000,1142405.65,1100,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,2017,455000,1215779.13,40000,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz 1.1L,2017,375000,777798.07,10000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Asta,2014,341000,1285730.48,31491,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,200000,585757.15,107143,Diesel,Individual,Manual,Second Owner
Maruti Ignis 1.2 AMT Delta BSIV,2017,450000,894788.72,15000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GL Plus,2012,170000,721726.49,50000,Petrol,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1900000,4594572.69,100000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus LX,2016,500000,1327804.52,60000,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2016,819999,2559630.97,85000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2014,351000,1014422.29,40000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna 1.2 iTech SE,2011,195000,723843.65,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,2008,250000,1027567.48,82000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,936612.42,70000,Petrol,Individual,Manual,Second Owner
Maruti A-Star Vxi,2009,180000,1361263.39,70000,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON D75 K6,2016,430000,982421.23,20000,Diesel,Individual,Manual,First Owner
Tata Nano Cx BSIV,2012,75000,238125.42,35000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo D4,2017,750000,2013310.87,80000,Diesel,Individual,Manual,First Owner
Tata Nano Lx,2011,60000,344134.03,40000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1500000,5016159.08,46412,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,2011,390000,1392252.46,150000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra TUV 300 T4,2016,630000,1659829.59,50000,Diesel,Individual,Manual,First Owner
Tata Safari Storme VX Varicor 400,2018,1085000,2172336.9,15000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2012,190000,853701.14,60000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta Automatic,2018,550000,1281510.29,25000,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2012,200000,722481.8,90000,Petrol,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LT,2011,165000,709361.08,60000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,260000,1079967.22,65000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2011,151000,896105.03,40000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,2018,780000,1829480.59,50000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2012,175000,815902.88,80000,Diesel,Individual,Manual,Third Owner
Tata Indica Vista TDI LS,2010,170000,757633.08,107500,Diesel,Dealer,Manual,First Owner
Tata Indica Vista TDI LS,2013,210000,715067.99,135000,Diesel,Dealer,Manual,Second Owner
Maruti Alto LXi,2007,90000,854516.68,43826,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Active S Petrol,2016,535000,1180657.32,55838,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2007,195000,879088.84,112880,Diesel,Dealer,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L,2011,140000,512651.33,90000,Diesel,Individual,Manual,Third Owner
Nissan Sunny XL,2012,350000,1364631.5,40000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT (O),2013,425000,1698370.03,66000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,300000,644988.84,30300,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Style Limited Edition,2013,340000,1332047.63,85000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,250000,985958.91,80659,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LS,2008,170000,964932.75,81324,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,2013,315000,1011339.38,127884,Diesel,Dealer,Manual,First Owner
Chevrolet Beat PS,2015,200000,687975.58,50000,Petrol,Individual,Manual,First Owner
Chevrolet Beat PS,2016,300000,770431.17,25000,Petrol,Individual,Manual,First Owner
Honda Amaze S i-Dtech,2015,300000,1114760.56,66755,Diesel,Dealer,Manual,First Owner
Honda City E,2013,380000,1193004.37,123084,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI BSIII,2009,250000,1058180.41,806599,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,2013,310000,1194686.29,95851,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI Minor ABS,2010,260000,1619079.3,50000,Petrol,Individual,Manual,First Owner
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,945273.78,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi - BSIII,2006,85000,857399.12,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2015,280000,765967.2,15000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo H4 ABS,2016,850000,2006204.45,40000,Diesel,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,2017,375000,977287.07,20000,Petrol,Individual,Manual,Second Owner
Hyundai Elantra CRDi (Leather Option),2006,125000,645852.2,120000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2012,250000,1210486.05,110000,Diesel,Individual,Manual,First Owner
Toyota Corolla Altis D-4D J,2014,715000,2176054.84,234000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Era,2011,220000,979112.96,70000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet,2010,110000,465014.44,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna XXi (Petrol),2007,150000,1428806.93,84000,Petrol,Individual,Manual,Second Owner
Nissan Sunny Diesel XV,2012,300000,881181.16,170000,Diesel,Individual,Manual,First Owner
Datsun RediGO T Option,2017,220000,522905.34,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX,2006,75000,797672.47,96000,Petrol,Individual,Manual,Second Owner
Tata Indigo LS,2009,100000,415491.69,20000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,380000,1130329.62,15000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XK (Non-AC),2007,100000,670287.56,50000,Petrol,Individual,Manual,First Owner
Volkswagen Passat 1.8 TSI MT,2010,480000,2101409.5,80000,Petrol,Individual,Manual,Second Owner
Toyota Etios GD,2012,300000,1291340.51,124000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2013,190000,645732.79,70000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel LXI,2012,190000,788493.14,130000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000,1704224.91,19014,Petrol,Dealer,Manual,First Owner
Toyota Corolla Executive (HE),2009,300000,1262976.45,23262,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Diesel BSIV,2016,700000,1966002.42,29600,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.1L,2015,310000,972438.03,35925,Petrol,Dealer,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,2018,500000,985764.77,12000,Petrol,Individual,Manual,First Owner
Toyota Etios V,2013,415000,1946137.65,40771,Petrol,Dealer,Manual,First Owner
Maruti Celerio VXI AT,2015,395000,981197.26,30500,Petrol,Dealer,Automatic,Second Owner
Toyota Etios Liva 1.2 G,2014,430000,1157092.73,42000,Petrol,Dealer,Manual,Second Owner
Toyota Corolla H6,2007,215000,1443628.11,55800,Petrol,Dealer,Manual,Second Owner
Renault Duster RXL AWD,2014,550000,2141864.6,66569,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.5 TDI Trendline,2014,415000,1369313.03,81358,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2015,450000,1406973.81,82695,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2014,285000,825492.8,68293,Diesel,Dealer,Manual,Second Owner
Honda Jazz VX CVT,2016,580000,1304141.3,32000,Petrol,Dealer,Automatic,First Owner
Maruti Swift Dzire Tour LDI,2014,300000,775339.54,190621,Diesel,Dealer,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2018,1200000,2226761.98,60000,Diesel,Individual,Manual,First Owner
Maruti 800 Std MPFi,2006,78000,474602.48,64700,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2002,65000,1051655.0,100000,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 75PS XE,2016,400000,1046156.95,88470,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI SX Option,2016,850000,1892435.34,75000,Diesel,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2013,450000,1379957.78,120000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,2500000,9551762.25,35000,Diesel,Individual,Automatic,First Owner
Toyota Etios 1.4 VXD,2017,780000,1871418.09,70000,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,2017,3200000,8296202.5,57000,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 VXI,2020,350000,559660.81,1000,Petrol,Individual,Manual,First Owner
Mahindra Quanto C6,2013,285000,1023992.25,120000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015,525000,1463823.87,98000,Diesel,Dealer,Manual,First Owner
Maruti Ciaz ZDi,2014,550000,1958367.76,90000,Diesel,Dealer,Manual,Second Owner
Volkswagen Ameo 1.5 TDI Comfortline,2018,580000,1100424.35,70000,Diesel,Individual,Manual,First Owner
Tata Nano CX SE,2013,75000,245960.89,25000,Petrol,Individual,Manual,Third Owner
Tata Manza Aura Quadrajet,2009,185000,1373554.46,60000,Diesel,Individual,Manual,Third Owner
Maruti Omni E 8 Str STD,2007,110000,650440.26,90000,Petrol,Individual,Manual,Fourth & Above Owner
